num,x,y,spp,dbh01,dbh04,hgt,sprout,sc,Crd1,Crd2,Crd3,Crd4,Crd5,Crd6,Crd7,Crd8,Crd9,crd
205,38.40733197,36.98973934,lc,9.994930426,10.15408537,3.6,0,0.0,0.0,0.0,11.800915519269575,12.245968493801474,4.60754122393581,18.631930704300675,12.144883840072627,3.537419678760856,0.0,62.96865946014101
204,38.55516344,31.41492117,lc,28.58422778,28.8070447,17.9,0,0.0,0.0,1.3544790981611665,2.913994236219287,0.0,0.0,8.58406180370529,8.258323547098588,10.625816875238066,6.823366400968406,38.5600419613908
203,38.65494092,49.51165588,lc,19.2895791,19.03493119,15.1,0,0.0,0.0,4.79753982192699,18.698531477632383,27.368329669462053,13.35741722673924,5.624968026690542,12.54188973011187,29.194334231964937,3.1753206244505012,114.75833080897851
253,38.67440598,14.44661675,lc,17.57070572,17.8890156,13.4,0,0.0,0.0,20.96387060204251,4.519224202908806,7.169079524655285,3.7185112852125193,16.32736674389467,9.7458005456756,6.5479625956593726,8.482949092228237,77.47476459227701
268,38.79142605,2.101933844,lc,7.862254189,7.957747155,7.6,0,0.0,0.0,7.763344796228333,7.843781248501253,10.085190644576603,14.018332595537668,27.465573137478426,0.0,3.100447139592824,9.54002377354409,79.8166933354592
171,38.84856628,42.12435281,lc,28.29774888,28.32957987,20.5,0,0.0,17.651144649316112,7.986733063260187,15.458728185357892,1.7523173662199882,19.88050456863347,1.939431210588548,8.286497400572348,24.662569288766463,3.1519856691877317,100.76991140190275
646,39.27848538,29.67677607,bp,2.55,2.960281942,3.7,646,0.0,0.0,15.183034927485396,0.0,2.722277005100444,3.6468579138133697,11.933152319138282,7.0342176403794685,6.300983813098058,14.793029612102222,61.61355323111724
176,39.41650565,46.04528919,bp,0.62,0.66,1.8,175,500.7665440099654,0.0,0.0,2.4107416011297023,20.957306775728952,27.93746647816453,13.091310288180544,13.008445571295558,6.310787345268208,9.23294292929426,92.94900098906174
173,39.42068245,46.00163663,bp,2.42,2.514648101,2.4,175,287.8208222633465,0.0,0.0,2.37079074252771,20.91047792849729,27.664112334691332,13.049532430826119,12.989795209307573,6.299979383607818,9.231398338775906,92.51608636823374
269,39.52922439,5.283436598,lc,9.390141642,9.867606472,9.5,0,0.0,26.437285770177915,0.0,0.0,19.077098990257163,2.6434387887148723,24.437040365998655,0.0,7.523205899262009,7.341677294848671,87.45974710925928
175,39.6571899,46.05794381,bp,8.880845825,9.230986699,9.0,175,144.70373659421747,0.0,0.0,2.4947630103292573,11.920855896779056,32.57301970088397,24.894727209497425,6.893082144137713,6.246034112974021,9.09717198680488,94.11965406140631
174,39.87275949,45.95562928,bp,3.88,3.978873577,2.4,175,207.65004691470764,0.0,0.0,2.4303253427698897,18.837660762578835,18.162745852014766,30.212851482383055,4.1557039451385185,9.201250551079902,8.976806359848059,91.97734429581301
172,39.91147855,40.606212,lc,14.80140971,15.11971959,13.4,0,0.0,0.0,15.269259551881557,17.773826569895693,17.232049248682006,8.392278712096942,6.557910757357826,1.2179725066334575,9.48222093766602,15.421449205051193,91.34696748926469
270,39.92582727,5.750647296,lc,16.20197321,16.58394507,16.8,0,0.0,15.322199018251661,0.0,4.297803323971187,10.930462683578085,3.661367538265266,20.689722613628803,8.58719488376846,2.634273232708274,10.459607634951142,76.58263092912287
382,40.10706909,48.14308422,bp,0.82,0.92,1.9,381,632.1377471716085,0.0,23.240378890674986,9.459022860046758,0.0,18.331226789467834,18.567280590967375,13.98532649280748,25.921634836237118,2.7197046489694956,112.22457510917106
381,40.21012251,48.31303571,bp,4.9,5.156620156,5.5,381,126.82497067253044,0.0,26.27647608608345,9.08737497422259,0.0,11.309261888791557,25.02555249557459,14.81565471363548,25.74339223955319,2.7246576544834857,114.98237005234434
282,40.72006466,1.600809153,lc,15.46986047,16.07464925,14.3,0,0.0,0.0,4.238836688818922,2.607728108927528,4.571605009773761,26.27121222500957,5.171876005367708,15.386154783611003,11.069388926304823,3.330277738698005,72.64707948651132
